name,norad_id,tle_line1,tle_line2,epoch,category
YAMAL 202,28089,1 28089U 03053A   25344.26675980 -.00000078  00000+0  00000+0 0  9993,2 28089   5.8659  73.2388 0007198 180.8544  84.7131  1.00271845 80806,2025-12-10 06:24:08.046720,other
UFO 11 (USA 174),28117,1 28117U 03057A   25343.73636053 -.00000106  00000+0  00000+0 0  9990,2 28117   8.7511  34.7182 0004799 222.2610 162.4618  1.00270698 80551,2025-12-09 17:40:21.549792,other
NAVSTAR 53 (USA 175),28129,1 28129U 03058A   25344.13765139 -.00000098  00000+0  00000+0 0  9997,2 28129  54.9097  30.2726 0002567 293.1615  66.8641  1.92678436160829,2025-12-10 03:18:13.080096,other
USA 176 (DSP 22),28158,1 28158U 04004A   25344.30946682 -.00000161  00000+0  00000+0 0  9995,2 28158  11.8049  27.4374 0003567 240.6950 186.0879  1.00273244 31043,2025-12-10 07:25:37.933248,other
ABS-4 (MOBISAT-1),28184,1 28184U 04007A   25343.91086343  .00000041  00000+0  00000+0 0  9998,2 28184   5.5624  74.3229 0005889 187.6411 205.8546  1.00269030 50446,2025-12-09 21:51:38.600352,other
EUTELSAT 7A,28187,1 28187U 04008A   25344.24283583  .00000105  00000+0  00000+0 0  9995,2 28187   5.3521  74.2759 0001596 227.8623  85.2922  1.00272266 79458,2025-12-10 05:49:41.015712,other
NAVSTAR 54 (USA 177),28190,1 28190U 04009A   25343.11229093 -.00000053  00000+0  00000+0 0  9994,2 28190  54.9890 283.3651 0108304 167.5856 325.4150  2.00560834159136,2025-12-09 02:41:41.936352,other
SHIYAN-1 (SY-1),28220,1 28220U 04012A   25344.17434763  .00018409  00000+0  67493-3 0  9997,2 28220  97.8933  45.5610 0005787 335.8258  24.2708 15.28033489182172,2025-12-10 04:11:03.635232,other
AMC-11,28252,1 28252U 04017A   25344.19419571 -.00000046  00000+0  00000+0 0  9995,2 28252   0.0165 340.0116 0003197 282.4205 135.5545  1.00272583 78978,2025-12-10 04:39:38.509344,other
INTELSAT 10-02,28358,1 28358U 04022A   25343.99072581 -.00000004  00000+0  00000+0 0  9995,2 28358   0.0280  69.1558 0002398 175.9009 189.6126  1.00289796 78656,2025-12-09 23:46:38.709984,other
NAVSTAR 55 (USA 178),28361,1 28361U 04023A   25342.26893022 -.00000005  00000+0  00000+0 0  9991,2 28361  54.7322  94.4303 0156320 295.8779 125.6362  2.00572382157212,2025-12-08 06:27:15.571008,other
APRIZESAT 2,28366,1 28366U 04025A   25344.02154998  .00000360  00000+0  12427-3 0  9999,2 28366  98.0816 155.9095 0106964 101.1200 260.2037 14.37926880124458,2025-12-10 00:31:01.918272,other
SAUDICOMSAT 1,28369,1 28369U 04025D   25343.95212399  .00000755  00000+0  18467-3 0  9991,2 28369  98.5775 343.9952 0031180 242.2700 117.5333 14.55271885136601,2025-12-09 22:51:03.512736,other
SAUDICOMSAT 2,28370,1 28370U 04025E   25344.24498882  .00000578  00000+0  15922-3 0  9995,2 28370  98.6664 346.1462 0056635 111.4112 249.3136 14.49809096132726,2025-12-10 05:52:47.034048,other
SAUDISAT 2,28371,1 28371U 04025F   25343.71196943  .00000653  00000+0  15725-3 0  9995,2 28371  98.5418 333.9154 0025204 156.2431 203.9935 14.56519067138165,2025-12-09 17:05:14.158752,other
APRIZESAT 1,28372,1 28372U 04025G   25344.23565890  .00000617  00000+0  16408-3 0  9994,2 28372  98.6315 344.8192 0044958  11.1771 349.0411 14.51628951134490,2025-12-10 05:39:20.928960,other
AURA,28376,1 28376U 04026A   25344.25569721  .00001779  00000+0  37294-3 0  9994,2 28376  98.3182 294.4708 0001195  94.0638 266.0699 14.60937544138620,2025-12-10 06:08:12.238944,other
ANIK F2,28378,1 28378U 04027A   25344.18864356 -.00000046  00000+0  00000+0 0  9999,2 28378   2.7987  82.0185 0001107 166.8729 147.0616  1.00271236 39363,2025-12-10 04:31:38.803584,other
COSMOS 2407,28380,1 28380U 04028A   25344.20797345  .00000089  00000+0  74513-4 0  9990,2 28380  82.9610 214.7671 0040407  61.7124  59.7146 13.76313279 73883,2025-12-10 04:59:28.906080,other
SHIJIAN-6 01A (SJ-6 01A),28413,1 28413U 04035A   25344.31470045  .00010146  00000+0  55125-3 0  9994,2 28413  97.6056   6.1614 0008318  73.5025 286.7120 15.14672752158845,2025-12-10 07:33:10.118880,other
SHIJIAN-6 01B (SJ-6 01B),28414,1 28414U 04035B   25344.31368866  .00006102  00000+0  43437-3 0  9992,2 28414  97.6189 359.6537 0006719  69.6094 290.5854 15.04974310158401,2025-12-10 07:31:42.700224,other
COSMOS 2408,28419,1 28419U 04037A   25344.26383644  .00000127  00000+0  81705-3 0  9995,2 28419  82.4848  84.2256 0015211 325.0323  34.9758 12.45674843964385,2025-12-10 06:19:55.468416,other
COSMOS 2409,28420,1 28420U 04037B   25344.33079468  .00000196  00000+0  12999-2 0  9995,2 28420  82.4848  87.3295 0012978 336.9171  23.1326 12.45319899964044,2025-12-10 07:56:20.660352,other
AMC-15,28446,1 28446U 04041A   25344.18864356 -.00000085  00000+0  00000+0 0  9994,2 28446   0.0362  50.0523 0002569 218.1372 133.8440  1.00271048 77402,2025-12-10 04:31:38.803584,other
JB-3 3 (ZY 2C),28470,1 28470U 04044A   25343.87395404  .00006939  00000+0  34408-3 0  9998,2 28470  97.2510 139.9105 0035055 161.0573 199.1974 15.17485902159058,2025-12-09 20:58:29.629056,other
NAVSTAR 56 (USA 180),28474,1 28474U 04045A   25343.84230589 -.00000084  00000+0  00000+0 0  9995,2 28474  55.2421 332.5223 0170709 309.1205  51.0041  2.00569305154630,2025-12-09 20:12:55.228896,other
SWIFT,28485,1 28485U 04047A   25344.16528503  .00048806  00000+0  81152-3 0  9995,2 28485  20.5525 183.8375 0003194 234.6502 125.3642 15.50294225157317,2025-12-10 03:58:00.626592,other
NANOSAT-1,28493,1 28493U 04049B   25344.32776400  .00002399  00000+0  32743-3 0  9994,2 28493  98.2017 111.7684 0004214 163.9987 196.1358 14.79593646127510,2025-12-10 07:51:58.809600,other
COSMOS 2414,28521,1 28521U 05002A   25344.29628420  .00000100  00000+0  70549-4 0  9995,2 28521  82.9493 186.5077 0040752 146.5508 213.8242 13.87902486 57615,2025-12-10 07:06:38.954880,other
NSS-10,28526,1 28526U 05003A   25343.13005382 -.00000251  00000+0  00000+0 0  9997,2 28526   5.9771  72.7625 0002881 195.2230 179.5094  1.00270884 51252,2025-12-09 03:07:16.650048,other
XM-3 (RHYTHM),28626,1 28626U 05008A   25344.22961581 -.00000223  00000+0  00000+0 0  9995,2 28626   0.1684  81.2752 0001417 266.0581 300.7784  0.98953470 40728,2025-12-10 05:30:38.805984,other
INMARSAT 4-F1,28628,1 28628U 05009A   25343.52940007  .00000034  00000+0  00000+0 0  9999,2 28628   4.9138  42.5823 0003150 219.7763 184.8525  1.00272390 75774,2025-12-09 12:42:20.166048,other
IRS-P5 (CARTOSAT-1),28649,1 28649U 05017A   25344.33213901  .00002175  00000+0  22881-3 0  9990,2 28649  97.5498  10.8521 0001360  45.9839 314.1491 14.90391268115685,2025-12-10 07:58:16.810464,other
DIRECTV 8,28659,1 28659U 05019A   25344.31352392  .00000005  00000+0  00000+0 0  9994,2 28659   0.0136  25.1148 0003149 239.1282 168.8738  1.00272201 75173,2025-12-10 07:31:28.466688,other
GALAXY 28 (G-28),28702,1 28702U 05022A   25344.18308589 -.00000184  00000+0  00000+0 0  9990,2 28702   2.8121  81.3115 0002696 180.7725 154.3044  1.00270979 50075,2025-12-10 04:23:38.620896,other
SJ-7,28737,1 28737U 05024A   25344.01770148  .00012554  00000+0  61647-3 0  9997,2 28737  97.7480   4.2828 0016235 333.4996  26.5406 15.18106297119297,2025-12-10 00:25:29.407872,other
THAICOM 4,28786,1 28786U 05028A   25343.58920044 -.00000360  00000+0  00000+0 0  9993,2 28786   0.0975  87.1732 0002541 169.6253 153.3860  1.00269876 74428,2025-12-09 14:08:26.918016,other
REIMEI (INDEX),28810,1 28810U 05031B   25344.24160833  .00009610  00000+0  61818-3 0  9995,2 28810  97.9985  94.9543 0021398  35.3619 324.9022 15.08431659102481,2025-12-10 05:47:54.959712,other
ANIK F1R,28868,1 28868U 05036A   25344.19629743 -.00000072  00000+0  00000+0 0  9993,2 28868   3.8305  78.9396 0001359 175.5132 148.0972  1.00270871 44552,2025-12-10 04:42:40.097952,other
NAVSTAR 57 (USA 183),28874,1 28874U 05038A   25343.07842363 -.00000050  00000+0  00000+0 0  9999,2 28874  55.0352 280.8483 0131749 293.4065 193.8993  2.00578550148027,2025-12-09 01:52:55.801632,other
SYRACUSE 3A,28885,1 28885U 05041B   25343.96711323  .00000133  00000+0  00000+0 0  9995,2 28885   4.1595  78.1933 0002930 172.8677 222.2750  1.00271459 73852,2025-12-09 23:12:38.583072,other
BEIJING 1,28890,1 28890U 05043A   25344.30756174  .00000414  00000+0  89522-4 0  9998,2 28890  98.2657 111.8085 0015180 148.5232 211.6882 14.63361674 73021,2025-12-10 07:22:53.334336,other
SINAH 1,28893,1 28893U 05043D   25344.28999645  .00000855  00000+0  17248-3 0  9994,2 28893  98.2601 112.8407 0015216 144.2562 215.9662 14.63958403 72889,2025-12-10 06:57:35.693280,other
CUBESAT XI-V,28895,1 28895U 05043F   25343.85838981  .00003465  00000+0  56078-3 0  9997,2 28895  98.2724 130.8875 0015411  86.8050 273.4920 14.71883027 73892,2025-12-09 20:36:04.879584,other
INMARSAT 4-F2,28899,1 28899U 05044A   25343.52255337 -.00000258  00000+0  00000+0 0  9992,2 28899   4.8484  43.6799 0003089 205.8718 160.5920  1.00277374 73627,2025-12-09 12:32:28.611168,other
COSMOS 2416 (RODNIK-S 1),28908,1 28908U 05048A   25344.25692753  .00000056  00000+0  28231-3 0  9990,2 28908  82.4692  68.4862 0007553 223.6496 145.1458 12.55591991915196,2025-12-10 06:09:58.538592,other
METEOSAT-9 (MSG-2),28912,1 28912U 05049B   25343.85989931  .00000124  00000+0  00000+0 0  9994,2 28912   8.9334  56.0037 0003774 190.0856 187.9557  1.00274858  5105,2025-12-09 20:38:15.300384,weather
EUTELSAT 174A,28924,1 28924U 05052A   25344.27100137  .00000012  00000+0  00000+0 0  9997,2 28924   3.7423  78.8790 0006455 180.3423  91.5851  1.00272976 50431,2025-12-10 06:30:14.518368,other
ECHOSTAR 10,28935,1 28935U 06003A   25344.19377904 -.00000052  00000+0  00000+0 0  9990,2 28935   0.0233  19.2785 0001863 202.4418 177.0372  1.00271191 72567,2025-12-10 04:39:02.509056,other
SPAINSAT,28945,1 28945U 06007A   25342.86738253 -.00000215  00000+0  00000+0 0  9996,2 28945   0.0754  98.8110 0005420 149.6570 111.4781  1.00272356 72318,2025-12-08 20:49:01.850592,other
JCSAT-5A,29045,1 29045U 06010A   25343.90391781 -.00000325  00000+0  00000+0 0  9991,2 29045   0.6196  86.7181 0000220 210.0169 239.6304  1.00269341 71874,2025-12-09 21:41:38.498784,other
ASTRA 1KR,29055,1 29055U 06012A   25342.57065067  .00000122  00000+0  00000+0 0  9995,2 29055   0.0284 316.4316 0006157 293.5388  52.2255  1.00271085 43785,2025-12-08 13:41:44.217888,other
EROS B,29079,1 29079U 06014A   25344.32272481  .00205556  00000+0  18731-2 0  9999,2 29079  97.3478 100.7829 0001741 288.9721  71.1351 15.67260192 90426,2025-12-10 07:44:43.423584,other
RESURS-DK 1,29228,1 29228U 06021A   25344.31668432  .00004087  00000+0  24254-3 0  9991,2 29228  69.9335 108.1000 0007488 261.6043  98.4274 15.12139478 74016,2025-12-10 07:36:01.525248,other
GALAXY 16 (G-16),29236,1 29236U 06023A   25344.31348466 -.00000123  00000+0  00000+0 0  9991,2 29236   0.0367 150.5920 0002775 103.7073 198.8366  1.00272204 71089,2025-12-10 07:31:25.074624,other
ARIRANG-2 (KOMPSAT-2),29268,1 29268U 06031A   25344.33224598  .00000414  00000+0  86624-4 0  9999,2 29268  97.8261 172.9224 0013636 317.4510 166.2619 14.64489431 33831,2025-12-10 07:58:26.052672,other
EUTELSAT HOTBIRD 13B,29270,1 29270U 06032A   25344.11433898  .00000159  00000+0  00000+0 0  9999,2 29270   1.1741  84.3841 0003973 168.4672 260.5214  1.00268678 45412,2025-12-10 02:44:38.887872,other
JCSAT-3A,29272,1 29272U 06033A   25344.22906027 -.00000341  00000+0  00000+0 0  9997,2 29272   0.0097 337.4508 0002495 286.1323  26.0923  1.00272626 45844,2025-12-10 05:29:50.807328,other
SYRACUSE 3B,29273,1 29273U 06033B   25344.09975389  .00000025  00000+0  00000+0 0  9998,2 29273   2.4152  82.4624 0004459 180.7044 215.1539  1.00272693 70789,2025-12-10 02:23:38.736096,other
KOREASAT 5 (MUGUNGWHA 5),29349,1 29349U 06034A   25343.91836470 -.00000355  00000+0  00000+0 0  9997,2 29349   1.2951  85.5725 0002094 203.8934 233.1040  1.00269751 39425,2025-12-09 22:02:26.710080,other
HINODE (SOLAR-B),29479,1 29479U 06041A   25344.30451863  .00001205  00000+0  21689-3 0  9996,2 29479  98.0652 358.1830 0017889 163.3638 196.8158 14.68296107 27151,2025-12-10 07:18:30.409632,other
NAVSTAR 58 (USA 190),29486,1 29486U 06042A   25343.55179711  .00000067  00000+0  00000+0 0  9995,2 29486  54.6937 158.8672 0107363  51.8860 320.6455  2.00554233140598,2025-12-09 13:14:35.270304,other
DIRECTV 9S,29494,1 29494U 06043A   25344.18864356 -.00000110  00000+0  00000+0 0  9991,2 29494   1.9339  83.2331 0003125 179.2716 143.3579  1.00270776 49486,2025-12-10 04:31:38.803584,other
OPTUS D1,29495,1 29495U 06043B   25344.23824093 -.00000180  00000+0  00000+0 0  9999,2 29495   2.5486  82.0234 0004020 179.4084  55.5416  1.00270543 70223,2025-12-10 05:43:04.016352,other
SHIJIAN-6 02A (SJ-6 02A),29505,1 29505U 06046A   25344.34647278  .00011342  00000+0  62372-3 0  9999,2 29505  97.6622  19.0727 0004948  77.2933 282.8851 15.14233923 43663,2025-12-10 08:18:55.248192,other
SHIJIAN-6 02B (SJ-6 02B),29506,1 29506U 06046B   25344.28723909  .00002898  00000+0  23424-3 0  9990,2 29506  97.6874   9.9011 0014422 345.5756  14.5054 15.00517671 42405,2025-12-10 06:53:37.457376,other
DMSP 5D-3 F17 (USA 191),29522,1 29522U 06050A   25344.29559403  .00000280  00000+0  16712-3 0  9995,2 29522  98.7394 349.7356 0009309 232.4705 127.5623 14.14917906985700,2025-12-10 07:05:39.324192,other
BADR-4,29526,1 29526U 06051A   25344.03239285  .00000148  00000+0  00000+0 0  9997,2 29526   1.5173  83.1896 0007975 202.7652 190.9366  1.00271196 49374,2025-12-10 00:46:38.742240,other
NAVSTAR 59 (USA 192),29601,1 29601U 06052A   25342.95784343  .00000010  00000+0  00000+0 0  9999,2 29601  54.9712 221.5484 0087721  87.3994 273.6864  2.00573222139595,2025-12-08 22:59:17.672352,other
WILDBLUE-1,29643,1 29643U 06054A   25344.18864356 -.00000046  00000+0  00000+0 0  9997,2 29643   2.3161  82.9186 0001661 187.5039 125.4589  1.00271613 51898,2025-12-10 04:31:38.803584,other
LAPAN-TUBSAT,29709,1 29709U 07001A   25344.28833834  .00001319  00000+0  15851-3 0  9998,2 29709  98.1258 334.3943 0013722  81.2595 279.0173 14.85666365 23101,2025-12-10 06:55:12.432576,other
THEMIS A,30580,1 30580U 07004A   25344.10042251 -.00000278  00000+0  56540-2 0  9999,2 30580   5.1017 136.0392 8441275 151.5332 311.1920  0.87835558 39612,2025-12-10 02:24:36.504864,other
SKYNET 5A,30794,1 30794U 07007B   25343.79836564 -.00000270  00000+0  00000+0 0  9990,2 30794   4.8190  76.0475 0004125 194.0685 191.2885  1.00271699 68802,2025-12-09 19:09:38.791296,other
THEMIS D,30797,1 30797U 07004D   25344.32932819 -.00000338  00000+0  00000+0 0  9995,2 30797   5.2838  88.5605 8390995 202.2612  12.2611  0.87836390 39418,2025-12-10 07:54:13.955616,other
THEMIS E,30798,1 30798U 07004E   25344.33076350 -.00000307  00000+0  00000+0 0  9992,2 30798   2.5933 105.0257 8394252 186.6171  26.5278  0.87837838 64253,2025-12-10 07:56:17.966400,other
ANIK F3,31102,1 31102U 07009A   25344.31352363  .00000003  00000+0  00000+0 0  9998,2 31102   0.7102  86.1948 0002819 174.1757 173.0712  1.00271337 44662,2025-12-10 07:31:28.441632,other
HAIYANG-1B,31113,1 31113U 07010A   25344.21699594  .00000217  00000+0  98202-4 0  9994,2 31113  98.3312 328.5993 0014369  44.9967 315.2378 14.30963701973606,2025-12-10 05:12:28.449216,other
SAUDISAT 3,31118,1 31118U 07012B   25344.27117026  .00000670  00000+0  11657-3 0  9993,2 31118  98.1225 289.8409 0016004 106.8960 253.4002 14.71251094999977,2025-12-10 06:30:29.110464,other
SAUDICOMSAT 7,31119,1 31119U 07012C   25343.84209153  .00001522  00000+0  28201-3 0  9999,2 31119  98.3537 309.4154 0057274  70.2879 290.4490 14.65768085994691,2025-12-09 20:12:36.708192,other
SAUDICOMSAT 6,31121,1 31121U 07012E   25343.63426244  .00001139  00000+0  22793-3 0  9995,2 31121  98.3844 302.9606 0071708 196.0848 163.8076 14.62244325992476,2025-12-09 15:13:20.274816,other
SAUDICOMSAT 5,31124,1 31124U 07012H   25343.66855299  .00001856  00000+0  32912-3 0  9997,2 31124  98.3250 310.0245 0047875   3.5884 356.5654 14.67792355995785,2025-12-09 16:02:42.978336,other
SAUDICOMSAT 3,31125,1 31125U 07012J   25343.40850006  .00002154  00000+0  36186-3 0  9990,2 31125  98.2911 310.3355 0038183 293.0445  66.6736 14.70274812996930,2025-12-09 09:48:14.405184,other
SAUDICOMSAT 4,31127,1 31127U 07012L   25344.15597596  .00001056  00000+0  20451-3 0  9995,2 31127  98.3739 308.1972 0064723 128.2640 232.4410 14.64176336993716,2025-12-10 03:44:36.322944,other
ASTRA 1L,31306,1 31306U 07016A   25343.49802655  .00000123  00000+0  00000+0 0  9997,2 31306   0.8322  82.7543 0003884 183.9445  10.4784  1.00273217 43088,2025-12-09 11:57:09.493920,other
GALAXY 17 (G-17),31307,1 31307U 07016B   25344.09072545 -.00000203  00000+0  00000+0 0  9992,2 31307   2.4935  82.3119 0006019 162.6841 141.7455  1.00272560 67909,2025-12-10 02:10:38.678880,other
YAOGAN-2,31490,1 31490U 07019A   25344.17317464  .00001627  00000+0  20967-3 0  9997,2 31490  98.2823 193.2689 0021305 163.4751 196.7160 14.82383862999605,2025-12-10 04:09:22.288896,other
GLOBALSTAR M069,31573,1 31573U 07020C   25344.21640332 -.00000073  00000+0  18533-3 0  9990,2 31573  52.0047  66.9843 0002493 121.7818 254.6487 12.23464141855676,2025-12-10 05:11:37.246848,other
GLOBALSTAR M072,31574,1 31574U 07020D   25344.08996450 -.00000055  00000+0  39978-3 0  9997,2 31574  51.9928 243.6748 0001143 352.7381 146.1246 11.91654154852431,2025-12-10 02:09:32.932800,other
COSMO-SKYMED 1,31598,1 31598U 07023A   25344.31297888  .00005595  00000+0  50734-3 0  9997,2 31598  97.8835 169.6965 0001056  85.0865 275.0476 14.95734223  1545,2025-12-10 07:30:41.375232,other
TERRASAR-X,31698,1 31698U 07026A   25343.49112505  .00002611  00000+0  12751-3 0  9994,2 31698  97.4451 348.9193 0001961  86.8081 273.3378 15.19146544 24429,2025-12-09 11:47:13.204320,other
COSMOS 2428,31792,1 31792U 07029A   25344.26044386  .00000106  00000+0  82467-4 0  9998,2 31792  70.9369  31.0856 0003521  27.3154 332.8151 14.12888910951464,2025-12-10 06:15:02.349504,other
ZHONGXING-6B,31800,1 31800U 07031A   25343.91641850  .00000080  00000+0  00000+0 0  9990,2 31800   1.9503  81.4066 0009938 214.2874 163.7430  0.99057663 67523,2025-12-09 21:59:38.558400,other
DIRECTV 10,31862,1 31862U 07032A   25344.18864356 -.00000100  00000+0  00000+0 0  9991,2 31862   0.0096  97.6001 0000399 107.8966 198.7969  1.00270185 43693,2025-12-10 04:31:38.803584,other
WORLDVIEW-1 (WV-1),32060,1 32060U 07041A   25344.29017120  .00012888  00000+0  52474-3 0  9994,2 32060  97.3835 101.8056 0000725 104.6633 255.4685 15.24623427 14103,2025-12-10 06:57:50.791680,other
INTELSAT 11 (IS-11),32253,1 32253U 07044B   25344.27148972  .00000077  00000+0  00000+0 0  9990,2 32253   3.0740  81.0023 0009042 164.9900 167.5398  0.99047847 66570,2025-12-10 06:30:56.711808,other
WGS F1 (USA 195),32258,1 32258U 07046A   25343.48580647 -.00000265  00000+0  00000+0 0  9998,2 32258   0.1497  87.7397 0001664 201.5989 281.5629  1.00272083 50433,2025-12-09 11:39:33.679008,other
NAVSTAR 60 (USA 196),32260,1 32260U 07047A   25344.26064018 -.00000017  00000+0  00000+0 0  9993,2 32260  53.9536  87.8610 0164232  85.2178 276.6503  2.00564571133023,2025-12-10 06:15:19.311552,other
GLOBALSTAR M066,32265,1 32265U 07048C   25344.22606333 -.00000085  00000+0  78782-4 0  9999,2 32265  51.9586 240.3658 0005453  16.0478 160.1553 12.30382823836960,2025-12-10 05:25:31.871712,other
COSMOS 2433 [GLONASS-M],32275,1 32275U 07052A   25343.33532016 -.00000049  00000+0  00000+0 0  9995,2 32275  65.6852 322.3203 0005582 252.1603 107.7768  2.13103784141019,2025-12-09 08:02:51.661824,glonass
COSMOS 2432 [GLONASS-M],32276,1 32276U 07052B   25343.56167101 -.00000049  00000+0  00000+0 0  9990,2 32276  65.7007 322.4368 0011250 311.4097 166.6519  2.13102958141044,2025-12-09 13:28:48.375264,glonass
SAR-LUPE 3,32283,1 32283U 07053A   25344.28279339  .00246904  24686-4  83644-3 0  9997,2 32283  98.1464 160.7453 0005265  52.2656 307.9091 15.89889616 10867,2025-12-10 06:47:13.348896,other
YAOGAN-3,32289,1 32289U 07055A   25344.33147170  .00002175  00000+0  23223-3 0  9994,2 32289  97.8367  10.9781 0001331  72.5653 287.5710 14.89836425977731,2025-12-10 07:57:19.154880,other
SKYNET 5B,32294,1 32294U 07056B   25343.93030895  .00000142  00000+0  00000+0 0  9997,2 32294   4.7696  75.7804 0003764 184.7249 178.3915  1.00271206 66308,2025-12-09 22:19:38.693280,other
